Fecha,Hora,Divisa,Importancia,Evento,Actual,Prevision,Anterior
4 de noviembre de 2021",14:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
4 de noviembre de 2021",14:30,  USD,,IPP (Mensual) (Oct),"0,6%","0,6%","0,5%"
4 de noviembre de 2021",15:00,  USD,,"Declaraciones Powell, presidente de la Fed  ", , , 
4 de noviembre de 2021",17:00,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
4 de noviembre de 2021",18:00,  USD,,Previsión energética a corto plazo de la EIA  , , , 
4 de noviembre de 2021",19:30,  USD,,"Declaraciones de Kashkari, secretario del Tesoro  ", , , 
5 de noviembre de 2021",08:00,  EUR,,IPC de Alemania (Anual) (Oct),"4,5%","4,5%","4,1%"
5 de noviembre de 2021",14:30,  USD,,IPC subyacente (Mensual) (Oct),"0,6%","0,4%","0,2%"
5 de noviembre de 2021",14:30,  USD,,IPC (Anual) (Oct),"6,2%","5,8%","5,4%"
5 de noviembre de 2021",14:30,  USD,,IPC (Mensual) (Oct),"0,9%","0,6%","0,4%"
5 de noviembre de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,267K,265K,271K
5 de noviembre de 2021",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"1,001M","2,125M","3,291M"
8 de noviembre de 2021",01:30,  AUD,,Cambio del empleo (Oct),"-46,3K","50,0K","-138,0K"
8 de noviembre de 2021",08:00,  GBP,,PIB (Anual) (3T)  ,"5,3%","6,8%","23,6%"
8 de noviembre de 2021",08:00,  GBP,,PIB (Trimestral) (3T)  ,"1,3%","1,5%","5,5%"
8 de noviembre de 2021",08:00,  GBP,,PIB (Mensual)  ,"0,6%", ,"0,4%"
8 de noviembre de 2021",08:00,  GBP,,Producción manufacturera (Mensual) (Sep),"0,1%","0,2%","0,3%"
8 de noviembre de 2021",08:00,  GBP,,PIB mensual a 3M / Evolución a 3M,"1,3%", ,"2,9%"
8 de noviembre de 2021",11:00,  EUR,,Previsiones del BCE  , , , 
8 de noviembre de 2021",16:00,  USD,,Encuesta JOLTs de ofertas de empleo (Sep),"10,438M","10,300M","10,629M"
9 de noviembre de 2021",00:50,  JPY,,PIB (Trimestral) (3T)  ,"-0,8%","-0,2%","0,4%"
9 de noviembre de 2021",03:00,  CNY,,Índice de Producción Industrial (Anual) (Oct),"3,5%","3,0%","3,1%"
9 de noviembre de 2021",11:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
9 de noviembre de 2021",15:15,  GBP,,Audiencia del Comité de Hacienda del Banco de Inglaterra, , , 
10 de noviembre de 2021",01:30,  AUD,,Actas de la reunión de política monetaria del Banco de la Reserva de Australia  , , , 
10 de noviembre de 2021",08:00,  GBP,,"Ingresos medios de los trabajadores, bonus incluidos (Sep)","5,8%","5,6%","7,2%"
10 de noviembre de 2021",08:00,  GBP,,Evolución del desempleo (Oct),"-14,9K", ,"-51,1K"
10 de noviembre de 2021",14:30,  USD,,Ventas minoristas subyacentes (Mensual) (Oct),"1,7%","1,0%","0,7%"
10 de noviembre de 2021",14:30,  USD,,Ventas minoristas (Mensual) (Oct),"1,7%","1,2%","0,8%"
10 de noviembre de 2021",17:10,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
11 de noviembre de 2021",02:20,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
11 de noviembre de 2021",08:00,  GBP,,IPC (Anual) (Oct),"4,2%","3,9%","3,1%"
11 de noviembre de 2021",11:00,  EUR,,IPC en la zona euro (Anual) (Oct),"4,1%","4,1%","3,4%"
11 de noviembre de 2021",14:30,  USD,,Permisos de construcción (Oct),"1,650M","1,638M","1,586M"
11 de noviembre de 2021",14:30,  CAD,,IPC subyacente (Mensual) (Oct),"0,6%", ,"0,3%"
11 de noviembre de 2021",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"-2,101M","1,398M","1,001M"
11 de noviembre de 2021",19:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
12 de noviembre de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,268K,260K,269K
12 de noviembre de 2021",14:30,  USD,,Índice manufacturero de la Fed de Filadelfia (Nov),"39,0","24,0","23,8"
15 de noviembre de 2021",08:00,  GBP,,Ventas minoristas (Mensual) (Oct),"0,8%","0,5%","-0,2%"
15 de noviembre de 2021",09:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
15 de noviembre de 2021",14:30,  CAD,,Ventas minoristas subyacentes (Mensual) (Sep),"-0,2%","-1,0%","2,8%"
15 de noviembre de 2021",19:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
16 de noviembre de 2021",02:30,  CNY,,Tasa de préstamo preferencial del PBoC,"3,85%", ,"3,85%"
16 de noviembre de 2021",16:00,  USD,,Ventas de viviendas de segunda mano (Oct),"6,34M","6,20M","6,29M"
17 de noviembre de 2021",09:30,  EUR,,PMI manufacturero de Alemania (Nov)  ,"57,6","56,9","57,8"
17 de noviembre de 2021",10:30,  GBP,,PMI compuesto (Oct)  ,"57,7","54,1","57,8"
17 de noviembre de 2021",10:30,  GBP,,PMI manufacturero (Oct)  ,"58,2","56,3","57,8"
17 de noviembre de 2021",10:30,  GBP,,PMI de servicios (Oct)  ,"58,6","54,6","59,1"
17 de noviembre de 2021",20:00,  USD,,"Discurso de Joe Biden, presidente de EE.UU.  ", , , 
23 de noviembre de 2021",09:30,  EUR,,PMI manufacturero de Alemania (Nov)  ,"57,6","56,9","57,8"
23 de noviembre de 2021",10:30,  GBP,,PMI compuesto (Oct)  ,"57,7","54,1","57,8"
23 de noviembre de 2021",10:30,  GBP,,PMI manufacturero (Oct)  ,"58,2","56,3","57,8"
23 de noviembre de 2021",10:30,  GBP,,PMI de servicios (Oct)  ,"58,6","54,6","59,1"
23 de noviembre de 2021",20:00,  USD,,"Discurso de Joe Biden, presidente de EE.UU.  ", , , 
24 de noviembre de 2021",02:00,  NZD,,Decisión de tipos de interés,"0,75%","0,75%","0,50%"
24 de noviembre de 2021",02:00,  NZD,,Anuncio de tipos de interés del Banco de la Reserva de Nueva Zelanda  , , , 
24 de noviembre de 2021",03:00,  NZD,,Rueda de prensa del RBNZ  , , , 
24 de noviembre de 2021",10:00,  EUR,,Índice Ifo de confianza empresarial en Alemania (Nov),"96,5","96,6","97,7"
24 de noviembre de 2021",14:30,  USD,,Pedidos de bienes duraderos (subyacente) (Mensual) (Oct),"0,5%","0,5%","0,7%"
24 de noviembre de 2021",14:30,  USD,,PIB (Trimestral) (3T)  ,"2,1%","2,2%","2,0%"
24 de noviembre de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,199K,260K,270K
24 de noviembre de 2021",16:00,  USD,,Precios del gasto en consumo personal subyacente (Mensual) (Oct),"0,4%","0,4%","0,2%"
24 de noviembre de 2021",16:00,  USD,,Ventas de viviendas nuevas (Oct),745K,800K,742K
24 de noviembre de 2021",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"1,017M","-0,481M","-2,101M"
24 de noviembre de 2021",20:00,  USD,,Actas de la reunión del FOMC  , , , 
25 de noviembre de 2021",08:00,  EUR,,PIB de Alemania (Trimestral) (3T),"1,7%","1,8%","2,0%"
25 de noviembre de 2021",13:30,  EUR,,Actas de la reunión de política monetaria del BCE  , , , 
25 de noviembre de 2021",14:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
25 de noviembre de 2021",18:00,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
26 de noviembre de 2021",01:30,  AUD,,Ventas minoristas (Mensual) (Oct)  ,"4,9%","2,5%","1,3%"
26 de noviembre de 2021",09:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
26 de noviembre de 2021",14:00,  EUR,,IPC de Alemania (Anual) (Nov)  ,"5,2%","5,0%","4,5%"
26 de noviembre de 2021",16:00,  USD,,Venta de viviendas pendientes (Mensual) (Oct),"7,5%","0,9%","-2,4%"
26 de noviembre de 2021",18:15,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
26 de noviembre de 2021",21:05,  USD,,"Declaraciones de Powell, miembro del FOMC  ", , , 
29 de noviembre de 2021",02:00,  CNY,,PMI manufacturero (Nov),"50,1","49,6","49,2"
29 de noviembre de 2021",09:55,  EUR,,Cambio del desempleo en Alemania (Nov),-34K,-25K,-39K
29 de noviembre de 2021",11:00,  EUR,,IPC en la zona euro (Anual) (Nov)  ,"4,9%","4,5%","4,1%"
29 de noviembre de 2021",14:30,  CAD,,PIB (Mensual) (Sep),"0,1%","0,1%","0,6%"
29 de noviembre de 2021",16:00,  USD,,Confianza del consumidor de The Conference Board (Nov),"109,5","111,0","111,6"
29 de noviembre de 2021",16:00,  USD,,"Comparecencia de Powell, presidente de la Fed  ", , , 
30 de noviembre de 2021",01:30,  AUD,,PIB (Trimestral) (3T),"-1,9%","-2,7%","0,7%"
30 de noviembre de 2021",02:45,  CNY,,PMI manufacturero de Caixin (Nov),"49,9","50,5","50,6"
30 de noviembre de 2021",09:55,  EUR,,PMI manufacturero de Alemania (Nov),"57,4","57,6","57,6"
30 de noviembre de 2021",10:30,  GBP,,PMI manufacturero (Nov),"58,1","58,2","58,2"
30 de noviembre de 2021",14:15,  USD,,Cambio del empleo no agrícola ADP (Nov),534K,525K,570K
30 de noviembre de 2021",15:00,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
30 de noviembre de 2021",16:00,  USD,,"Comparecencia de Powell, presidente de la Fed  ", , , 
30 de noviembre de 2021",16:00,  USD,,PMI manufacturero del ISM (Nov),"61,1","61,0","60,8"
30 de noviembre de 2021",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"-0,910M","-1,237M","1,017M"
1 de diciembre de 2021",01:30,  AUD,,Ventas minoristas (Mensual),"4,9%","4,9%","1,3%"
1 de diciembre de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,222K,240K,194K
2 de diciembre de 2021",09:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
2 de diciembre de 2021",10:30,  GBP,,PMI compuesto (Nov),"57,6","57,7","57,8"
2 de diciembre de 2021",10:30,  GBP,,PMI de servicios (Nov),"58,5","58,6","59,1"
2 de diciembre de 2021",14:30,  USD,,Nóminas no agrícolas (Nov),210K,550K,546K
2 de diciembre de 2021",14:30,  USD,,Tasa de desempleo (Nov),"4,2%","4,5%","4,6%"
2 de diciembre de 2021",14:30,  CAD,,Cambio del empleo (Nov),"153,7K","35,0K","31,2K"
2 de diciembre de 2021",16:00,  USD,,PMI no manufacturero del ISM (Nov),"69,1","65,0","66,7"
3 de diciembre de 2021",10:30,  GBP,,PMI del sector de la construcción (Nov),"55,5","52,0","54,6"
6 de diciembre de 2021",04:30,  AUD,,Decisión de tipos de interés (Dic),"0,10%","0,10%","0,10%"
6 de diciembre de 2021",04:30,  AUD,,Comunicado sobre tipos del RBA  , , , 
6 de diciembre de 2021",11:00,  EUR,,Índice ZEW de confianza inversora en Alemania (Dic),"29,9","25,1","31,7"
6 de diciembre de 2021",16:00,  CAD,,PMI de Ivey (Nov),"61,2", ,"59,3"
6 de diciembre de 2021",18:00,  USD,,Previsión energética a corto plazo de la EIA  , , , 
7 de diciembre de 2021",00:50,  JPY,,PIB (Trimestral) (3T),"-0,9%","-0,8%","0,5%"
7 de diciembre de 2021",05:30,  INR,,Decisión de tipos de interés,"4,00%","4,00%","4,00%"
7 de diciembre de 2021",09:15,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
7 de diciembre de 2021",16:00,  USD,,Encuesta JOLTs de ofertas de empleo (Oct),"11,033M","10,369M","10,602M"
7 de diciembre de 2021",16:00,  CAD,,Rueda de prensa Banco de Canadá  , , , 
7 de diciembre de 2021",16:00,  CAD,,Decisión de tipos de interés,"0,25%","0,25%","0,25%"
7 de diciembre de 2021",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"-0,240M","-1,705M","-0,910M"
8 de diciembre de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,184K,215K,227K
9 de diciembre de 2021",08:00,  GBP,,PIB (Mensual),"0,1%","0,4%","0,6%"
9 de diciembre de 2021",08:00,  GBP,,Producción manufacturera (Mensual) (Oct),"0,0%","0,1%","0,1%"
9 de diciembre de 2021",08:00,  GBP,,PIB mensual a 3M / Evolución a 3M,"0,9%", ,"1,3%"
9 de diciembre de 2021",08:00,  EUR,,IPC de Alemania (Anual) (Nov),"5,2%","5,2%","5,2%"
9 de diciembre de 2021",10:05,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
9 de diciembre de 2021",14:30,  USD,,IPC subyacente (Mensual) (Nov),"0,5%","0,5%","0,6%"
9 de diciembre de 2021",14:30,  USD,,IPC (Mensual) (Nov),"0,8%","0,7%","0,9%"
9 de diciembre de 2021",14:30,  USD,,IPC (Anual) (Nov),"6,8%","6,8%","6,2%"
10 de diciembre de 2021",00:50,  JPY,,Encuesta Tankan: grandes empresas manufactureras (4T),18,19,18
10 de diciembre de 2021",00:50,  JPY,,Encuesta Tankan: grandes empresas no manufactureras (4T),9,6,2
10 de diciembre de 2021",08:00,  GBP,,"Ingresos medios de los trabajadores, bonus incluidos (Oct)","4,9%","4,6%","5,9%"
10 de diciembre de 2021",08:00,  GBP,,Evolución del desempleo (Nov),"-49,8K", ,"-14,9K"
10 de diciembre de 2021",12:00,  BRL,,Actas de la reunión del CMP del Banco Central de Brasil  , , , 
10 de diciembre de 2021",14:30,  USD,,IPP (Mensual) (Nov),"0,8%","0,5%","0,6%"
10 de diciembre de 2021",20:00,  NZD,,Declaraciones del gobernador Orr del RBNZ  , , , 
11 de diciembre de 2021",03:00,  CNY,,Índice de Producción Industrial (Anual) (Nov),"3,8%","3,6%","3,5%"
11 de diciembre de 2021",08:00,  GBP,,IPC (Anual) (Nov),"5,1%","4,7%","4,2%"
11 de diciembre de 2021",14:30,  USD,,Ventas minoristas subyacentes (Mensual) (Nov),"0,3%","0,9%","1,8%"
11 de diciembre de 2021",14:30,  USD,,Ventas minoristas (Mensual) (Nov),"0,3%","0,8%","1,8%"
11 de diciembre de 2021",14:30,  CAD,,IPC subyacente (Mensual) (Nov),"0,0%", ,"0,6%"
11 de diciembre de 2021",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"-4,584M","-2,082M","-0,240M"
11 de diciembre de 2021",20:00,  USD,,Proyecciones económicas del FOMC  , , , 
11 de diciembre de 2021",20:00,  USD,,Comunicado del FOMC  , , , 
11 de diciembre de 2021",20:00,  USD,,Decisión de tipos de interés,"0,25%","0,25%","0,25%"
11 de diciembre de 2021",20:30,  USD,,Rueda de prensa del FOMC  , , , 
11 de diciembre de 2021",22:45,  NZD,,PIB (Trimestral) (3T),"-3,7%","-4,5%","2,4%"
12 de diciembre de 2021",01:30,  AUD,,Cambio del empleo (Nov),"366,1K","205,0K","-46,3K"
12 de diciembre de 2021",09:30,  CHF,,Decisión de tipos de interés (4T),"-0,75%","-0,75%","-0,75%"
12 de diciembre de 2021",09:30,  CHF,,Evaluación de política monetaria del SNB  , , , 
12 de diciembre de 2021",09:30,  EUR,,PMI manufacturero de Alemania (Dic)  ,"57,9","56,8","57,4"
12 de diciembre de 2021",10:30,  GBP,,PMI compuesto  ,"53,2", ,"57,6"
12 de diciembre de 2021",10:30,  GBP,,PMI manufacturero  ,"57,6", ,"58,1"
12 de diciembre de 2021",10:30,  GBP,,PMI de servicios  ,"53,2", ,"58,5"
12 de diciembre de 2021",10:30,  CHF,,Rueda de prensa del SNB  , , , 
12 de diciembre de 2021",13:00,  GBP,,Decisión de tipos de interés (Dic),"0,25%","0,10%","0,10%"
12 de diciembre de 2021",13:00,  GBP,,Actas de la reunión de política monetaria del Banco de Inglaterra  , , , 
12 de diciembre de 2021",13:45,  EUR,,Tipo de la facilidad de depósito (Dic),"-0,50%","-0,50%","-0,50%"
12 de diciembre de 2021",13:45,  EUR,,Tipo de facilidad marginal de crédito del BCE,"0,25%", ,"0,25%"
12 de diciembre de 2021",13:45,  EUR,,Comunicado del BCE sobre política monetaria  , , , 
12 de diciembre de 2021",13:45,  EUR,,Decisión del BCE sobre tipos de interés (Dic),"0,00%","0,00%","0,00%"
12 de diciembre de 2021",14:30,  USD,,Permisos de construcción (Nov),"1,712M","1,663M","1,653M"
12 de diciembre de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,206K,200K,188K
12 de diciembre de 2021",14:30,  USD,,Índice manufacturero de la Fed de Filadelfia (Dic),"15,4","30,0","39,0"
12 de diciembre de 2021",14:30,  EUR,,Rueda de prensa del BCE  , , , 
13 de diciembre de 2021",03:30,  JPY,,Declaraciones de política monetaria del BoJ  , , , 
13 de diciembre de 2021",03:30,  JPY,,Rueda de prensa del Banco de Japón  , , , 
13 de diciembre de 2021",08:00,  GBP,,Ventas minoristas (Mensual) (Nov),"1,4%","0,8%","1,1%"
13 de diciembre de 2021",10:00,  EUR,,Índice Ifo de confianza empresarial en Alemania (Dic),"94,7","95,3","96,6"
13 de diciembre de 2021",11:00,  EUR,,IPC en la zona euro (Anual) (Nov),"4,9%","4,9%","4,9%"
14 de diciembre de 2021",02:30,  CNY,,Tasa de préstamo preferencial del PBoC,"3,80%", ,"3,85%"
15 de diciembre de 2021",00:30,  AUD,,Previsiones económicas y fiscales de mitad de año  , , , 
15 de diciembre de 2021",01:30,  AUD,,Actas de la reunión de política monetaria del Banco de la Reserva de Australia  , , , 
15 de diciembre de 2021",14:30,  CAD,,Ventas minoristas subyacentes (Mensual) (Oct),"1,3%","1,5%","-0,2%"
16 de diciembre de 2021",08:00,  GBP,,PIB (Anual) (3T),"6,8%","6,6%","24,6%"
16 de diciembre de 2021",08:00,  GBP,,PIB (Trimestral) (3T),"1,1%","1,3%","5,4%"
16 de diciembre de 2021",14:30,  USD,,PIB (Trimestral) (3T),"2,3%","2,1%","2,1%"
16 de diciembre de 2021",16:00,  USD,,Confianza del consumidor de The Conference Board (Dic),"115,8","110,8","111,9"
16 de diciembre de 2021",16:00,  USD,,Ventas de viviendas de segunda mano (Nov),"6,46M","6,52M","6,34M"
16 de diciembre de 2021",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"-4,715M","-2,750M","-4,584M"
17 de diciembre de 2021",14:30,  USD,,Pedidos de bienes duraderos (subyacente) (Mensual) (Nov),"0,8%","0,6%","0,3%"
17 de diciembre de 2021",14:30,  USD,,Precios del gasto en consumo personal subyacente (Mensual) (Nov),"0,5%","0,4%","0,5%"
17 de diciembre de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,205K,205K,205K
17 de diciembre de 2021",14:30,  CAD,,PIB (Mensual) (Oct),"0,8%","0,8%","0,2%"
17 de diciembre de 2021",16:00,  USD,,Ventas de viviendas nuevas (Nov),744K,770K,662K
23 de diciembre de 2021",14:30,  USD,,Pedidos de bienes duraderos (subyacente) (Mensual) (Nov),"0,8%","0,6%","0,3%"
23 de diciembre de 2021",14:30,  USD,,Precios del gasto en consumo personal subyacente (Mensual) (Nov),"0,5%","0,4%","0,5%"
23 de diciembre de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,205K,205K,205K
23 de diciembre de 2021",14:30,  CAD,,PIB (Mensual) (Oct),"0,8%","0,8%","0,2%"
23 de diciembre de 2021",16:00,  USD,,Ventas de viviendas nuevas (Nov),744K,770K,662K
23 de diciembre de 2021",16:00,  USD,,Venta de viviendas pendientes (Mensual) (Nov),"-2,2%","0,5%","7,5%"
23 de diciembre de 2021",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"-3,576M","-3,233M","-4,715M"
24 de diciembre de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,198K,208K,206K
25 de diciembre de 2021",02:00,  CNY,,PMI manufacturero (Dic),"50,3","50,0","50,1"
25 de diciembre de 2021",09:55,  EUR,,PMI manufacturero de Alemania (Dic),"57,4","57,9","57,4"
27 de diciembre de 2021",02:45,  CNY,,PMI manufacturero de Caixin (Dic),"50,9","50,0","49,9"
27 de diciembre de 2021",09:55,  EUR,,Cambio del desempleo en Alemania (Dic),-23K,-15K,-34K
27 de diciembre de 2021",10:30,  GBP,,PMI manufacturero (Dic),"57,9","57,6","58,1"
27 de diciembre de 2021",16:00,  USD,,PMI manufacturero del ISM (Dic),"58,7","60,0","61,1"
27 de diciembre de 2021",16:00,  USD,,Encuesta JOLTs de ofertas de empleo (Nov),"10,562M","11,075M","11,091M"
28 de diciembre de 2021",14:15,  USD,,Cambio del empleo no agrícola ADP (Dic),807K,400K,505K
28 de diciembre de 2021",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"-2,144M","-3,283M","-3,576M"
28 de diciembre de 2021",20:00,  USD,,Actas de la reunión del FOMC  , , , 
29 de diciembre de 2021",10:30,  GBP,,PMI compuesto (Dic),"53,6","53,2","57,6"
29 de diciembre de 2021",10:30,  GBP,,PMI de servicios (Dic),"53,6","53,2","58,5"
29 de diciembre de 2021",14:00,  EUR,,IPC de Alemania (Anual) (Dic)  ,"5,3%","5,1%","5,2%"
29 de diciembre de 2021",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,207K,197K,200K
29 de diciembre de 2021",16:00,  USD,,PMI no manufacturero del ISM (Dic),"62,0","66,9","69,1"
30 de diciembre de 2021",10:30,  GBP,,PMI del sector de la construcción (Dic),"54,3","54,0","55,5"
30 de diciembre de 2021",11:00,  EUR,,IPC en la zona euro (Anual) (Dic)  ,"5,0%","4,7%","4,9%"
30 de diciembre de 2021",14:30,  USD,,Nóminas no agrícolas (Dic),199K,400K,249K
30 de diciembre de 2021",14:30,  USD,,Tasa de desempleo (Dic),"3,9%","4,1%","4,2%"
30 de diciembre de 2021",14:30,  CAD,,Cambio del empleo (Dic),"54,7K","27,5K","153,7K"
30 de diciembre de 2021",16:00,  CAD,,PMI de Ivey (Dic),"45,0", ,"61,2"
31 de diciembre de 2021",01:30,  AUD,,Ventas minoristas (Mensual) (Nov),"7,3%","3,9%","4,9%"
31 de diciembre de 2021",11:20,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
31 de diciembre de 2021",16:00,  USD,,"Comparecencia de Powell, presidente de la Fed  ", , , 
31 de diciembre de 2021",18:00,  USD,,Previsión energética a corto plazo de la EIA  , , , 
1 de enero de 2022",14:30,  USD,,IPC subyacente (Mensual) (Dic),"0,6%","0,5%","0,5%"
1 de enero de 2022",14:30,  USD,,IPC (Mensual) (Dic),"0,5%","0,4%","0,8%"
1 de enero de 2022",14:30,  USD,,IPC (Anual) (Dic),"7,0%","7,0%","6,8%"
1 de enero de 2022",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"-4,553M","-1,904M","-2,144M"
2 de enero de 2022",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,230K,200K,207K
2 de enero de 2022",14:30,  USD,,IPP (Mensual) (Dic),"0,2%","0,4%","1,0%"
3 de enero de 2022",08:00,  GBP,,PIB (Mensual),"0,9%", ,"0,2%"
3 de enero de 2022",08:00,  GBP,,Producción manufacturera (Mensual) (Nov),"1,1%","0,2%","0,1%"
3 de enero de 2022",08:00,  GBP,,PIB mensual a 3M / Evolución a 3M,"1,1%", ,"0,9%"
3 de enero de 2022",14:15,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
3 de enero de 2022",14:30,  USD,,Ventas minoristas subyacentes (Mensual) (Dic),"-2,3%","0,2%","0,1%"
3 de enero de 2022",14:30,  USD,,Ventas minoristas (Mensual) (Dic),"-1,9%","-0,1%","0,2%"
4 de enero de 2022",03:00,  CNY,,PIB (Anual) (4T),"4,0%","3,6%","4,9%"
4 de enero de 2022",03:00,  CNY,,Índice de Producción Industrial (Anual) (Dic),"4,3%","3,6%","3,8%"
4 de enero de 2022",04:00,  JPY,,Declaraciones de política monetaria del BoJ  , , , 
4 de enero de 2022",04:00,  JPY,,Perspectivas económicas del BoJ (Anual)  , , , 
4 de enero de 2022",04:00,  JPY,,Rueda de prensa del Banco de Japón  , , , 
4 de enero de 2022",08:00,  GBP,,"Ingresos medios de los trabajadores, bonus incluidos (Nov)","4,2%","4,2%","4,9%"
4 de enero de 2022",08:00,  GBP,,Evolución del desempleo (Dic),"-43,3K","-38,6K","-95,1K"
4 de enero de 2022",11:00,  EUR,,Índice ZEW de confianza inversora en Alemania (Ene),"51,7","32,0","29,9"
5 de enero de 2022",08:00,  GBP,,IPC (Anual) (Dic),"5,4%","5,2%","5,1%"
5 de enero de 2022",08:00,  EUR,,IPC de Alemania (Anual) (Dic),"5,3%","5,3%","5,2%"
5 de enero de 2022",14:30,  USD,,Permisos de construcción (Dic),"1,873M","1,701M","1,717M"
5 de enero de 2022",14:30,  CAD,,IPC subyacente (Mensual) (Dic),"0,0%", ,"0,6%"
5 de enero de 2022",15:15,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
6 de enero de 2022",01:30,  AUD,,Cambio del empleo (Dic),"64,8K","43,3K","366,1K"
6 de enero de 2022",02:30,  CNY,,Tasa de préstamo preferencial del PBoC,"3,70%", ,"3,80%"
6 de enero de 2022",11:00,  EUR,,IPC en la zona euro (Anual) (Dic),"5,0%","5,0%","4,9%"
6 de enero de 2022",13:30,  EUR,,Actas de la reunión de política monetaria del BCE  , , , 
6 de enero de 2022",14:30,  USD,,Nuevas peticiones de subsidio por desempleo,286K,220K,231K
6 de enero de 2022",14:30,  USD,,Índice manufacturero de la Fed de Filadelfia (Ene),"23,2","20,0","15,4"
6 de enero de 2022",16:00,  USD,,Ventas de viviendas de segunda mano (Dic),"6,18M","6,44M","6,48M"
6 de enero de 2022",17:00,  USD,,Inventarios de petróleo crudo de la AIE,"0,515M","-0,938M","-4,553M"
7 de enero de 2022",08:00,  GBP,,Ventas minoristas (Mensual) (Dic),"-3,7%","-0,6%","1,0%"
7 de enero de 2022",13:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
7 de enero de 2022",14:30,  CAD,,Ventas minoristas subyacentes (Mensual) (Nov),"1,1%","1,3%","1,3%"
24 de enero de 2022",09:30,  EUR,,PMI manufacturero de Alemania (Ene)  ,"60,5","57,0","57,4"
24 de enero de 2022",10:30,  GBP,,PMI compuesto  ,"53,4","55,0","53,6"
24 de enero de 2022",10:30,  GBP,,PMI manufacturero  ,"56,9","57,7","57,9"
24 de enero de 2022",10:30,  GBP,,PMI de servicios  ,"53,3","53,9","53,6"
25 de enero de 2022",01:30,  AUD,,IPC (Trimestral) (4T),"1,3%","1,0%","0,8%"
25 de enero de 2022",10:00,  EUR,,Índice Ifo de confianza empresarial en Alemania (Ene),"95,7","94,7","94,8"
25 de enero de 2022",16:00,  USD,,Confianza del consumidor de The Conference Board (Ene),"113,8","111,8","115,2"
25 de enero de 2022",16:00,  USD,,Ventas de viviendas nuevas (Dic),811K,760K,725K
25 de enero de 2022",16:00,  CAD,,Informe de política monetaria del Banco de Canadá  , , , 
25 de enero de 2022",16:00,  CAD,,Decisión de tipos de interés,"0,25%","0,25%","0,25%"
25 de enero de 2022",16:30,  USD,,Inventarios de petróleo crudo de la AIE,"2,377M","-0,728M","0,515M"
25 de enero de 2022",17:00,  CAD,,Rueda de prensa Banco de Canadá  , , , 
25 de enero de 2022",20:00,  USD,,Comunicado del FOMC  , , , 
25 de enero de 2022",20:00,  USD,,Decisión de tipos de interés,"0,25%","0,25%","0,25%"
25 de enero de 2022",20:30,  USD,,Rueda de prensa del FOMC  , , , 
25 de enero de 2022",22:45,  NZD,,IPC (Trimestral) (4T),"1,4%","1,3%","2,2%"
26 de enero de 2022",14:30,  USD,,Pedidos de bienes duraderos (subyacente) (Mensual) (Dic),"0,4%","0,4%","1,1%"
